canonical_id,item_type,size_nb_mm,size_inch,dn_code,pressure_class,metallurgy,facing_end,standard,canonical_description,unspsc_code,gem_category_id
CAN-000107,FLANGE_WELD_NECK,40.0,"1.5""",DN40,900,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 900, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000108,FLANGE_WELD_NECK,40.0,"1.5""",DN40,900,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 900, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000109,FLANGE_WELD_NECK,40.0,"1.5""",DN40,900,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 900, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000110,FLANGE_WELD_NECK,40.0,"1.5""",DN40,900,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 900, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000111,FLANGE_WELD_NECK,40.0,"1.5""",DN40,900,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 900, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000112,FLANGE_WELD_NECK,40.0,"1.5""",DN40,900,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 900, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000113,FLANGE_WELD_NECK,40.0,"1.5""",DN40,1500,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 1500, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000114,FLANGE_WELD_NECK,40.0,"1.5""",DN40,1500,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 1500, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000115,FLANGE_WELD_NECK,40.0,"1.5""",DN40,1500,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 1500, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000116,FLANGE_WELD_NECK,40.0,"1.5""",DN40,1500,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 1500, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000117,FLANGE_WELD_NECK,40.0,"1.5""",DN40,1500,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 1500, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000118,FLANGE_WELD_NECK,40.0,"1.5""",DN40,1500,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 1500, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000119,FLANGE_WELD_NECK,40.0,"1.5""",DN40,1500,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 1500, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000120,FLANGE_WELD_NECK,40.0,"1.5""",DN40,1500,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 1.5"" (DN40), CLASS 1500, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000121,FLANGE_WELD_NECK,50.0,"2""",DN50,150,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 150, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000122,FLANGE_WELD_NECK,50.0,"2""",DN50,150,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 150, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000123,FLANGE_WELD_NECK,50.0,"2""",DN50,150,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 150, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000124,FLANGE_WELD_NECK,50.0,"2""",DN50,150,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 150, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000125,FLANGE_WELD_NECK,50.0,"2""",DN50,150,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 150, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000126,FLANGE_WELD_NECK,50.0,"2""",DN50,150,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 150, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000127,FLANGE_WELD_NECK,50.0,"2""",DN50,150,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 150, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000128,FLANGE_WELD_NECK,50.0,"2""",DN50,150,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 150, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000129,FLANGE_WELD_NECK,50.0,"2""",DN50,300,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 300, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000130,FLANGE_WELD_NECK,50.0,"2""",DN50,300,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 300, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000131,FLANGE_WELD_NECK,50.0,"2""",DN50,300,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 300, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000132,FLANGE_WELD_NECK,50.0,"2""",DN50,300,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 300, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000133,FLANGE_WELD_NECK,50.0,"2""",DN50,300,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 300, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000134,FLANGE_WELD_NECK,50.0,"2""",DN50,300,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 300, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000135,FLANGE_WELD_NECK,50.0,"2""",DN50,300,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 300, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000136,FLANGE_WELD_NECK,50.0,"2""",DN50,300,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 300, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000137,FLANGE_WELD_NECK,50.0,"2""",DN50,600,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 600, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000138,FLANGE_WELD_NECK,50.0,"2""",DN50,600,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 600, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000139,FLANGE_WELD_NECK,50.0,"2""",DN50,600,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 600, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000140,FLANGE_WELD_NECK,50.0,"2""",DN50,600,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 600, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000141,FLANGE_WELD_NECK,50.0,"2""",DN50,600,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 600, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000142,FLANGE_WELD_NECK,50.0,"2""",DN50,600,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 600, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000143,FLANGE_WELD_NECK,50.0,"2""",DN50,600,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 600, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000144,FLANGE_WELD_NECK,50.0,"2""",DN50,600,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 600, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000145,FLANGE_WELD_NECK,50.0,"2""",DN50,900,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 900, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000146,FLANGE_WELD_NECK,50.0,"2""",DN50,900,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 900, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000147,FLANGE_WELD_NECK,50.0,"2""",DN50,900,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 900, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000148,FLANGE_WELD_NECK,50.0,"2""",DN50,900,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 900, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000149,FLANGE_WELD_NECK,50.0,"2""",DN50,900,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 900, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000150,FLANGE_WELD_NECK,50.0,"2""",DN50,900,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 900, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000151,FLANGE_WELD_NECK,50.0,"2""",DN50,900,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 900, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000152,FLANGE_WELD_NECK,50.0,"2""",DN50,900,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 900, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000153,FLANGE_WELD_NECK,50.0,"2""",DN50,1500,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 1500, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000154,FLANGE_WELD_NECK,50.0,"2""",DN50,1500,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 1500, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000155,FLANGE_WELD_NECK,50.0,"2""",DN50,1500,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 1500, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000156,FLANGE_WELD_NECK,50.0,"2""",DN50,1500,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 1500, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000157,FLANGE_WELD_NECK,50.0,"2""",DN50,1500,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 1500, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000158,FLANGE_WELD_NECK,50.0,"2""",DN50,1500,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 1500, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000159,FLANGE_WELD_NECK,50.0,"2""",DN50,1500,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 1500, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000160,FLANGE_WELD_NECK,50.0,"2""",DN50,1500,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 2"" (DN50), CLASS 1500, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000161,FLANGE_WELD_NECK,80.0,"3""",DN80,150,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 150, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000162,FLANGE_WELD_NECK,80.0,"3""",DN80,150,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 150, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000163,FLANGE_WELD_NECK,80.0,"3""",DN80,150,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 150, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000164,FLANGE_WELD_NECK,80.0,"3""",DN80,150,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 150, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000165,FLANGE_WELD_NECK,80.0,"3""",DN80,150,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 150, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000166,FLANGE_WELD_NECK,80.0,"3""",DN80,150,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 150, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000167,FLANGE_WELD_NECK,80.0,"3""",DN80,150,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 150, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000168,FLANGE_WELD_NECK,80.0,"3""",DN80,150,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 150, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000169,FLANGE_WELD_NECK,80.0,"3""",DN80,300,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 300, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000170,FLANGE_WELD_NECK,80.0,"3""",DN80,300,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 300, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000171,FLANGE_WELD_NECK,80.0,"3""",DN80,300,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 300, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000172,FLANGE_WELD_NECK,80.0,"3""",DN80,300,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 300, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000173,FLANGE_WELD_NECK,80.0,"3""",DN80,300,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 300, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000174,FLANGE_WELD_NECK,80.0,"3""",DN80,300,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 300, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000175,FLANGE_WELD_NECK,80.0,"3""",DN80,300,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 300, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000176,FLANGE_WELD_NECK,80.0,"3""",DN80,300,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 300, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000177,FLANGE_WELD_NECK,80.0,"3""",DN80,600,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 600, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000178,FLANGE_WELD_NECK,80.0,"3""",DN80,600,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 600, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000179,FLANGE_WELD_NECK,80.0,"3""",DN80,600,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 600, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000180,FLANGE_WELD_NECK,80.0,"3""",DN80,600,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 600, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000181,FLANGE_WELD_NECK,80.0,"3""",DN80,600,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 600, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000182,FLANGE_WELD_NECK,80.0,"3""",DN80,600,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 600, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000183,FLANGE_WELD_NECK,80.0,"3""",DN80,600,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 600, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000184,FLANGE_WELD_NECK,80.0,"3""",DN80,600,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 600, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000185,FLANGE_WELD_NECK,80.0,"3""",DN80,900,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 900, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000186,FLANGE_WELD_NECK,80.0,"3""",DN80,900,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 900, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000187,FLANGE_WELD_NECK,80.0,"3""",DN80,900,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 900, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000188,FLANGE_WELD_NECK,80.0,"3""",DN80,900,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 900, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000189,FLANGE_WELD_NECK,80.0,"3""",DN80,900,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 900, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000190,FLANGE_WELD_NECK,80.0,"3""",DN80,900,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 900, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000191,FLANGE_WELD_NECK,80.0,"3""",DN80,900,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 900, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000192,FLANGE_WELD_NECK,80.0,"3""",DN80,900,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 900, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000193,FLANGE_WELD_NECK,80.0,"3""",DN80,1500,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 1500, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000194,FLANGE_WELD_NECK,80.0,"3""",DN80,1500,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 1500, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000195,FLANGE_WELD_NECK,80.0,"3""",DN80,1500,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 1500, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000196,FLANGE_WELD_NECK,80.0,"3""",DN80,1500,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 1500, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000197,FLANGE_WELD_NECK,80.0,"3""",DN80,1500,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 1500, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000198,FLANGE_WELD_NECK,80.0,"3""",DN80,1500,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 1500, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000199,FLANGE_WELD_NECK,80.0,"3""",DN80,1500,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 1500, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000200,FLANGE_WELD_NECK,80.0,"3""",DN80,1500,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 3"" (DN80), CLASS 1500, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000201,FLANGE_WELD_NECK,100.0,"4""",DN100,150,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 150, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000202,FLANGE_WELD_NECK,100.0,"4""",DN100,150,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 150, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000203,FLANGE_WELD_NECK,100.0,"4""",DN100,150,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 150, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000204,FLANGE_WELD_NECK,100.0,"4""",DN100,150,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 150, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000205,FLANGE_WELD_NECK,100.0,"4""",DN100,150,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 150, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000206,FLANGE_WELD_NECK,100.0,"4""",DN100,150,ASTM A182 F304,RTJ,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 150, ASTM A182 F304, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000207,FLANGE_WELD_NECK,100.0,"4""",DN100,150,ASTM A182 F316,RF,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 150, ASTM A182 F316, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000208,FLANGE_WELD_NECK,100.0,"4""",DN100,150,ASTM A182 F316,RTJ,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 150, ASTM A182 F316, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000209,FLANGE_WELD_NECK,100.0,"4""",DN100,300,ASTM A105,RF,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 300, ASTM A105, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000210,FLANGE_WELD_NECK,100.0,"4""",DN100,300,ASTM A105,RTJ,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 300, ASTM A105, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000211,FLANGE_WELD_NECK,100.0,"4""",DN100,300,ASTM A350 LF2,RF,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 300, ASTM A350 LF2, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000212,FLANGE_WELD_NECK,100.0,"4""",DN100,300,ASTM A350 LF2,RTJ,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 300, ASTM A350 LF2, RTJ FACING, ASME B16.5",40171501,GEM-FLANGE-WN
CAN-000213,FLANGE_WELD_NECK,100.0,"4""",DN100,300,ASTM A182 F304,RF,ASME B16.5,"FLANGE, WELD NECK, 4"" (DN100), CLASS 300, ASTM A182 F304, RF FACING, ASME B16.5",40171501,GEM-FLANGE-WN
